Entry_Name
AK1D1_HUMAN
S23A2_HUMAN
DJC10_HUMAN
MRP9_HUMAN
NDEL1_HUMAN
SC11A_HUMAN
CC90B_HUMAN
SUN2_HUMAN
NHRF2_HUMAN
ETHE1_HUMAN
AHR_HUMAN
MAGT1_HUMAN
SNF5_HUMAN
UB2G2_HUMAN
ERGI1_HUMAN
GP107_HUMAN
ERBB2_HUMAN
ACADS_HUMAN
ERLEC_HUMAN
ABRX1_HUMAN
JMY_HUMAN
CCPG1_HUMAN
PODXL_HUMAN
FADS1_HUMAN
ERLN2_HUMAN
RAB5A_HUMAN
GTR1_HUMAN
STX5_HUMAN
ASTRA_HUMAN
BET1_HUMAN
PGRC2_HUMAN
RHOC_HUMAN
CAV1_HUMAN
RAB13_HUMAN
DCAF6_HUMAN
ODBA_HUMAN
F162A_HUMAN
ABCB6_HUMAN
FCHO1_HUMAN
ZO3_HUMAN
MET_HUMAN
PEPL1_HUMAN
GOSR2_HUMAN
AGR2_HUMAN
CISD3_HUMAN
GOLM1_HUMAN
DDRGK_HUMAN
CAH12_HUMAN
ACD11_HUMAN
UN93B_HUMAN
RB27B_HUMAN
CYB5_HUMAN
MET7B_HUMAN
SYNPO_HUMAN
DHB11_HUMAN
DERL1_HUMAN
RAB6C_HUMAN
MNAR1_HUMAN
SP1_HUMAN
RTN1_HUMAN
TRI59_HUMAN
CK5P3_HUMAN
TM245_HUMAN
DOCK5_HUMAN
FSIP2_HUMAN
NDUS4_HUMAN
VA0D1_HUMAN
ELOV1_HUMAN
CUTA_HUMAN
LMA2L_HUMAN
ACO13_HUMAN
NDUAC_HUMAN
COX7R_HUMAN
NDUB5_HUMAN
EXOC8_HUMAN
SCPDL_HUMAN
MIPEP_HUMAN
TX1B3_HUMAN
CAVN2_HUMAN
TRPC1_HUMAN
TMED4_HUMAN
STX12_HUMAN
NICA_HUMAN
ISOC2_HUMAN
ELMO2_HUMAN
E41L5_HUMAN
TPC1_HUMAN
LTOR2_HUMAN
CDIPT_HUMAN
PLS1_HUMAN
HMOX1_HUMAN
PON2_HUMAN
PP4P1_HUMAN
ELP4_HUMAN
S4A4_HUMAN
LAMA5_HUMAN
NDUA3_HUMAN
CDC16_HUMAN
HACD2_HUMAN
ATAD1_HUMAN
S38A1_HUMAN
SHLB2_HUMAN
YIF1A_HUMAN
EMC8_HUMAN
L2GL2_HUMAN
TMM70_HUMAN
LAMP2_HUMAN
AL3B1_HUMAN
ADAM9_HUMAN
CASL_HUMAN
ACBD5_HUMAN
ELMO1_HUMAN
COQ8B_HUMAN
VTI1B_HUMAN
RCAS1_HUMAN
AK1BA_HUMAN
PX11B_HUMAN
VAS1_HUMAN
DHRS3_HUMAN
CD47_HUMAN
PON3_HUMAN
EMC4_HUMAN
EMC10_HUMAN
DHRSX_HUMAN
NRCAM_HUMAN
VMP1_HUMAN
PCFT_HUMAN
YIPF4_HUMAN
VAMP8_HUMAN
EMC3_HUMAN
ITB6_HUMAN
KDSR_HUMAN
WDR87_HUMAN
GRIN3_HUMAN
LGAT1_HUMAN
PIGS_HUMAN
PECR_HUMAN
MFF_HUMAN
FLRT3_HUMAN
HYEP_HUMAN
FGF2_HUMAN
AT2B4_HUMAN
AK1C2_HUMAN
RAB35_HUMAN
CBAR2_HUMAN
ZNT5_HUMAN
S2546_HUMAN
RAB3A_HUMAN
MGAT1_HUMAN
AK1C1_HUMAN
GPI8_HUMAN
ZBBX_HUMAN
SPIT2_HUMAN
COQ9_HUMAN
ARSL_HUMAN
CP24A_HUMAN
COQ5_HUMAN
SCRB1_HUMAN
CP2S1_HUMAN
PLCA_HUMAN
YIPF3_HUMAN
FIBG_HUMAN
VWF_HUMAN
B4GT1_HUMAN
MUC5A_HUMAN
SPRY7_HUMAN
NOSTN_HUMAN
THEM6_HUMAN
SFT2A_HUMAN
MUC5B_HUMAN
HNRPL_HUMAN
HNRH1_HUMAN
HNRPK_HUMAN
SFPQ_HUMAN
HNRPR_HUMAN
ROA3_HUMAN
ROA0_HUMAN
ROA2_HUMAN
PTBP1_HUMAN
RBM14_HUMAN
HNRPQ_HUMAN
HNRH3_HUMAN
HNRPM_HUMAN
MATR3_HUMAN
FUS_HUMAN
TRA2B_HUMAN
RBMX_HUMAN
YBOX1_HUMAN
PCBP1_HUMAN
HNRPC_HUMAN
ELAV1_HUMAN
HNRPD_HUMAN
HNRPU_HUMAN
PUF60_HUMAN
SRSF3_HUMAN
DHX9_HUMAN
ILF3_HUMAN
HNRDL_HUMAN
SRSF9_HUMAN
TRA2A_HUMAN
SRSF1_HUMAN
NONO_HUMAN
SRSF7_HUMAN
ILF2_HUMAN
U2AF2_HUMAN
LA_HUMAN
SF3B4_HUMAN
SRSF6_HUMAN
SF3B1_HUMAN
G3BP2_HUMAN
SF3A1_HUMAN
U2AF1_HUMAN
RALY_HUMAN
CPSF7_HUMAN
CHERP_HUMAN
CPSF6_HUMAN
GRSF1_HUMAN
IF2B1_HUMAN
CPSF5_HUMAN
ROAA_HUMAN
G3BP1_HUMAN
DHX36_HUMAN
SF3B2_HUMAN
SR140_HUMAN
HNRL1_HUMAN
DDX21_HUMAN
SRSF5_HUMAN
THOC4_HUMAN
RRP5_HUMAN
CIRBP_HUMAN
UTP20_HUMAN
NUCL_HUMAN
DDX3X_HUMAN
DDX5_HUMAN
CAPR1_HUMAN
PABP2_HUMAN
RBM3_HUMAN
RBM39_HUMAN
FUBP3_HUMAN
SF3A3_HUMAN
SRSF4_HUMAN
SYEP_HUMAN
DHX15_HUMAN
KHDR1_HUMAN
RENT1_HUMAN
ZFR_HUMAN
NUFP2_HUMAN
MSI2H_HUMAN
SLTM_HUMAN
PABP1_HUMAN
RL1D1_HUMAN
IF2B3_HUMAN
RRP12_HUMAN
PTCD3_HUMAN
RBM10_HUMAN
SPF45_HUMAN
CCAR1_HUMAN
DDX27_HUMAN
RBM5_HUMAN
SF3B3_HUMAN
ATX2L_HUMAN
SYDC_HUMAN
MK67I_HUMAN
SYIC_HUMAN
NOP58_HUMAN
DDX18_HUMAN
PABP4_HUMAN
RBM34_HUMAN
DHX30_HUMAN
SYK_HUMAN
SYRC_HUMAN
DDX24_HUMAN
LARP1_HUMAN
RL15_HUMAN
RL5_HUMAN
NOP56_HUMAN
PAIRB_HUMAN
SART3_HUMAN
EWS_HUMAN
RACK1_HUMAN
CEBPZ_HUMAN
SRS11_HUMAN
CSTF2_HUMAN
RL14_HUMAN
RL7_HUMAN
DDX54_HUMAN
SYMC_HUMAN
RU17_HUMAN
RL7A_HUMAN
STAU2_HUMAN
RL4_HUMAN
FBRL_HUMAN
RS2_HUMAN
SYQ_HUMAN
NAT10_HUMAN
GNL3_HUMAN
LARP4_HUMAN
RL13_HUMAN
SPB1_HUMAN
RS5_HUMAN
RS9_HUMAN
RL6_HUMAN
DDX52_HUMAN
DHX57_HUMAN
NOP9_HUMAN
LAR4B_HUMAN
DDX50_HUMAN
RS14_HUMAN
RL18A_HUMAN
SRRT_HUMAN
RS7_HUMAN
RL13A_HUMAN
SYLC_HUMAN
PR40A_HUMAN
IF2A_HUMAN
RS13_HUMAN
RRS1_HUMAN
DHX8_HUMAN
NOC3L_HUMAN
PURA_HUMAN
RS3A_HUMAN
RS8_HUMAN
YBOX3_HUMAN
FXR1_HUMAN
RL8_HUMAN
RL21_HUMAN
IF4A1_HUMAN
RS12_HUMAN
RS24_HUMAN
PESC_HUMAN
RL30_HUMAN
RL27A_HUMAN
RS3_HUMAN
CDC5L_HUMAN
ATX2_HUMAN
DDX23_HUMAN
RL23A_HUMAN
PA2G4_HUMAN
AIMP1_HUMAN
SRRM1_HUMAN
RS11_HUMAN
RL31_HUMAN
EBP2_HUMAN
BRX1_HUMAN
ABCF1_HUMAN
BOP1_HUMAN
NOC2L_HUMAN
STAU1_HUMAN
NOP14_HUMAN
RS15_HUMAN
RL10A_HUMAN
PTBP3_HUMAN
SAFB2_HUMAN
DKC1_HUMAN
U520_HUMAN
RL19_HUMAN
RL10_HUMAN
RL32_HUMAN
RL24_HUMAN
RL27_HUMAN
SRRM2_HUMAN
DDX17_HUMAN
RS6_HUMAN
RS19_HUMAN
SMD3_HUMAN
IF4A3_HUMAN
PRP8_HUMAN
RS25_HUMAN
FA98A_HUMAN
IF4G1_HUMAN
RL28_HUMAN
DDX10_HUMAN
SUGP2_HUMAN
RS16_HUMAN
RS4X_HUMAN
BCLF1_HUMAN
RNPS1_HUMAN
IF2P_HUMAN
CHTOP_HUMAN
